,func4.name,imports,Cluster
944,1774-04-prepare_workspace.py,pickle;pyhf,Sci:_High_Energy_Physics
945,1381-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
947,933-04-_cancel_pool.py,psij;time,Job
948,662-03-sound.py,os,Trivial
951,1244-04-get_file_data.py,datetime;identify;os;pathlib,Sci:_Instruments
952,2134-04-qsub_launch.py,subprocess,Job
953,979-04-infer_maxsep.py,CLEAN;os;pandas,"ML:_GNN,_inference"
954,1322-04-print_hw.py,numpy,Trivial
955,2864-04-run_round.py,tensorflow,ML:_unknown
956,2242-04-gather_metadata.py,pathlib;random,Sci:_Instruments
957,2390-04-test_func.py,sys,Trivial
959,2432-04-start_flask.py,remote_db;sys,Job
961,2852-04-add_func.py,os,Trivial
962,1467-04-mpi_operation.py,os;subprocess,Job
963,2250-04-gather_metadata.py,json;os;pathlib,Sci:_Instruments
964,1366-04-local_fit.py,numpy;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
965,2995-01-alphafold.py,os;subprocess;time;uuid,"ML:_GNN,_inference"
966,2161-01-test.py,os;subprocess;time;uuid,Trivial
967,2221-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
969,1053-04-infer_p_values.py,os,"ML:_GNN,_inference"
971,1862-04-client_training_flamby.py,appfl;collections;importlib;os;torch,ML:_Fed_Learning
972,668-03-sleep_computer.py,subprocess,Trivial
973,1706-04-gather_metadata.py,json;pathlib,Sci:_Instruments
974,748-04-predict.py,numpy;pandas;sklearn,"ML:_GNN,_inference"
975,1279-01-pi.py,random,Trivial
976,2655-04-glob_xpcs_datasets.py,pathlib,Sci:_Instruments
979,2980-04-pong_proxy.py,proxystore;psbench;time,Data:_DSpace
980,649-04-run_wrapper.py,os,Job
981,2522-04-generate_numbers.py,random,Trivial
982,2322-01-test.py,os;subprocess;time;uuid,Trivial
983,2042-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
984,2525-01-write_file.py,launch_parallel;numpy;sys;time;uuid,"ML:_GNN,_inference"
985,550-04-remote_indexing.py,subprocess,Sci:_Instruments
987,2024-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
988,368-04-create_folder.py,os,"ML:_GNN,_inference"
989,1497-01-status_job.py,psij;time,Job
990,931-04-foo.py,inspect,Trivial
992,491-04-hello_world.py,mlflow;os,Data:_MLflow
993,1048-04-infer_p_values.py,os,"ML:_GNN,_inference"
994,2658-04-glob_xpcs_datasets.py,pathlib,Sci:_Instruments
995,2239-04-gather_metadata.py,pathlib;random,Sci:_Instruments
997,1561-04-run.py,argparse;copy;evolutionary_solver;funcx;itertools;json;matplotlib;numpy;os;pathlib;plate_color_analysis;rpl_wei;shutil;sys;threading;typing,Sci:_Images
998,2237-04-gather_metadata.py,pathlib;random,Sci:_Instruments
999,1584-01-fpga_add.py,pynq,Trivial
1000,2947-04-getAnimation.py,matplotlib;mplsoccer;numpy;pandas,Data:_Animation
1002,2657-04-glob_xpcs_datasets.py,pathlib,Sci:_Instruments
1003,476-04-funcx_platformName.py,platform,Trivial
1007,1376-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1009,2041-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1010,2398-04-task_kernel.py,src;sys,Trivial
1011,1921-04-average.py,proxystore,Trivial
1012,1660-04-hello_world.py,subprocess,Job
1013,1313-04-local_fit.py,numpy;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1014,2159-01-test.py,os;subprocess;time;uuid,Trivial
1015,2644-01-status_job.py,psij;time,Job
1016,255-01-cleanup.py,shutil,Trivial
1017,2262-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1019,2940-04-gnn.py,os,"ML:_GNN,_inference"
1021,2670-04-add_func.py,os,Trivial
1022,638-04-run_wrapper.py,json;os;socket;sys,Job
1023,2664-01-hello_world.py,time,Trivial
1025,1385-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1026,1211-04-extract_data.py,os;pathlib;search,Sci:_Instruments
1028,1686-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1030,1646-01-hello_world.py,time,Trivial
1032,1367-04-local_fit.py,numpy;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1033,2067-04-pong_dspaces.py,numpy;os;psbench;time;uuid,Data:_DSpace
1034,1097-04-status_job.py,psij;time,Job
1035,1062-04-prepare_workspace.py,pyhf,Sci:_High_Energy_Physics
1036,1086-04-cancel_job.py,psij;time,Job
1037,1340-04-run_autocurator.py,subprocess,Sci:_Instruments
1038,1469-04-mpi_operation.py,os;subprocess,Job
1039,1549-04-app_double.py,json;libpressio;numpy;proxystore,Trivial
1040,2887-01-fpga_vecadd.py,os,Trivial
1042,1535-01-_status_job.py,psij;time,Job
1043,675-03-sound.py,os;time,Trivial
1046,1393-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1047,1548-04-app_sum.py,libpressio;numpy;proxystore,Trivial
1048,1365-04-print_hw.py,numpy;time,Trivial
1049,621-04-run_workflow_task.py,json;rpl_wei;time;ulid;yaml,Job
1050,689-03-hello_world.py,platform,Trivial
1051,2170-04-start_flask.py,remote_db;sys,Job
1052,2271-04-excel_to_csv.py,csv;os;pandas;pathlib,Unclustered
1053,2399-04-task_kernel.py,src;sys,Trivial
1054,2375-04-prepare_workspace.py,pyhf,Sci:_High_Energy_Physics
1055,2401-04-task_kernel.py,src;sys,Trivial
1056,345-01-slow_double.py,time,Trivial
1058,684-03-toast.py,os,Trivial
1059,2967-04-get_file_data.py,flow_settings;os,Sci:_Instruments
1060,842-04-remote_indexing.py,subprocess,Sci:_Instruments
1061,912-04-_start_scheduled_pool.py,os;re;subprocess;traceback;worker_pool,Job
1062,1266-01-get_hostname.py,socket,Trivial
1063,2050-04-download_cc.py,os;requests,Data:_Common_Crawl
1064,947-04-print_hw.py,numpy,Trivial
1065,1207-04-extract_data.py,os;pathlib;search,Sci:_Instruments
1068,1857-04-client_training_flamby.py,appfl;collections;importlib;os;sys;torch,ML:_Fed_Learning
1069,2064-04-pong_dspaces.py,numpy;os;psbench;time;uuid,Data:_DSpace
1071,1472-04-execute.py,os;pandas;subprocess,"ML:_GNN,_inference"
1072,2649-04-glob_xpcs_datasets.py,pathlib,Sci:_Instruments
1073,2212-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1074,1390-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1076,623-04-run_workflow_task.py,json;rpl_wei;time;ulid;yaml,Job
1078,2285-04-c2_gen_graphs.py,matplotlib;os;pandas,Sci:_Instruments
1079,1827-04-prepare_workspace.py,pyhf,Sci:_High_Energy_Physics
1081,519-04-model_run.py,numpy;pandas;tensorflow;time,ML:_Keras_and_Images
1082,1388-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1083,2604-01-remoteGetUndirectedMovieGraph.py,networkx;sklearn,"ML:_GNN,_inference"
1084,2955-04-get_file_data.py,datetime;globus_sdk;identify;os;shutil;urllib3,Sci:_Instruments
1085,1041-04-infer_p_values.py,os,"ML:_GNN,_inference"
1086,1359-04-_launch_worker_pool.py,os;subprocess;tempfile,Job
1087,1726-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1088,2898-04-alexnet_inference.py,PIL;cv2;logging;numpy;os;re;time;torch;torchvision,"ML:_lenet,_alexnet"
1089,2546-01-remoteGetData.py,pandas,"ML:_GNN,_inference"
1090,2254-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1091,312-04-index_unpublish.py,subprocess;sys,Sci:_Instruments
1092,622-04-run_workflow_task.py,json;rpl_wei;time;ulid;yaml,Job
1093,1705-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1094,848-04-remote_indexing.py,subprocess,Sci:_Instruments
1096,1250-04-getData.py,numpy;pandas,Data:_Animation
1097,1916-04-my_test_fcn.py,time,Trivial
1098,1269-04-main.py,h5py;json;matplotlib;numpy;os;pdb;quickstats;re;training,"ML:_GNN,_force"
1099,1751-04-publishv2.py,datetime;hashlib;mimetypes;pathlib;puremagic;urllib,Data:_Globus
1100,717-04-process_images.py,PIL;glob;os,Sci:_Images
1101,682-03-sound.py,os,Trivial
1102,1853-04-client_training_flamby.py,appfl;collections;importlib;os;sys;torch,ML:_Fed_Learning
1103,2734-01-compress.py,os;pandas;subprocess,"ML:_GNN,_inference"
1105,2000-04-train_and_validate.py,numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1106,2867-04-run_round.py,tensorflow,ML:_unknown
1107,2529-04-generate_numbers.py,random,Trivial
1108,1765-04-prepare_workspace.py,pyhf,Sci:_High_Energy_Physics
1109,294-01-time_import_installed.py,sim_pack;time,Trivial
1112,1056-04-infer_p_values.py,os,"ML:_GNN,_inference"
1113,1670-04-run.py,argparse;color_picker_loop;copy;datetime;evolutionary_solver;funcx;itertools;json;matplotlib;numpy;os;pathlib;plate_color_analysis;rpl_wei;shutil;sys;threading;typing,Sci:_Images
1115,1090-04-submit_job.py,re;subprocess,Job
1116,1512-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1118,1344-04-generate_mapfile.py,os;sys;tempfile,Sci:_Instruments
1119,1538-04-create_alphafold.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1120,2022-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1121,471-04-run_wrapper.py,json;os;socket;sys,Job
1122,2493-04-infer_hypotest.py,pyhf;time,ML:_inference
1123,2786-04-hello_world.py,hashlib,Data:_local_manip
1125,2192-04-ingest.py,cfde_ingest;logging;traceback;uuid,Data:_CFDE
1127,2377-01-hello_world.py,numpy,Trivial
1128,1540-04-create_alphafold.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1129,1661-04-hello_world.py,subprocess,Job
1131,1362-04-_launch_worker_pool.py,os;subprocess;tempfile;traceback,Job
1132,630-04-gather_metadata.py,csv;json;os;pathlib;re,Sci:_Instruments
1133,152-01-division_by_zero.py,time,Trivial
1134,464-01-add_func.py,os,Trivial
1136,1409-01-hello_world.py,platform,Trivial
1137,1747-04-publishv2.py,datetime;hashlib;mimetypes;pathlib;puremagic;urllib,Data:_Globus
1138,1781-04-platform_func.py,platform,Trivial
1140,936-04-_pool_status.py,psij;time,Job
1141,373-04-run_detection.py,argparse;src;sys,Sci:_Images
1143,1351-04-generate_mapfile.py,tempfile,Sci:_Instruments
1144,664-04-sound.py,os,Trivial
1145,2876-01-test_keras.py,tensorflow,Trivial
1146,1084-04-store_list_directory_contents_as_json.py,json,Sci:_Instruments
1147,2662-01-hello_world.py,time,Trivial
1148,2035-03-alphafold.py,os;subprocess;uuid,"ML:_GNN,_inference"
1149,2992-01-alphafold.py,os;subprocess;time;uuid,"ML:_GNN,_inference"
1151,2049-04-download_cc.py,os;requests,Data:_Common_Crawl
1153,2047-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1154,1518-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1156,1210-04-extract_data.py,os;pathlib;search,Sci:_Instruments
1157,1553-04-app_sum.py,libpressio;numpy,Trivial
1158,447-04-dither_images.py,PIL;glob;os,Sci:_Images
1160,1544-04-run.py,argparse;color_picker_loop;copy;evolutionary_solver;funcx;itertools;json;matplotlib;numpy;os;pathlib;plate_color_analysis;rpl_wei;shutil;sys;threading;typing,Sci:_Images
1161,281-04-add_func.py,sim_pack,Trivial
1163,741-04-add_func.py,sim_pack,Trivial
1165,2096-04-model_train.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1166,2406-04-client_validate_data.py,src;sys,ML:_Fed_Learning
1168,2223-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1169,2629-01-remoteGetData.py,pandas,"ML:_GNN,_inference"
1170,2153-01-test.py,os;subprocess;time;uuid,Trivial
1172,1629-04-cubicMeterPerLiter.py,scipy,Trivial
1173,1391-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1174,2492-04-example_funcx_kernel.py,setproctitle;time,Trivial
1175,1494-01-status_job.py,psij;time,Job
1176,911-04-_start_scheduled_pool.py,eqsql;os;re;subprocess;traceback,Job
1177,2196-04-ingest.py,cfde_ingest;logging;traceback;uuid,Data:_CFDE
1178,1999-04-train_and_validate.py,dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1180,2020-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1182,880-04-untar.py,os;pathlib;tarfile,Sci:_Instruments
1183,2066-04-publishv2.py,datacite;datetime;hashlib;jsonschema;mimetypes;pathlib;puremagic;traceback;urllib,Data:_Globus
1184,1132-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1185,2637-04-remoteGetRecommendation.py,math;numpy,"ML:_GNN,_inference"
1186,2450-01-trun_mdl_train.py,os;subprocess,"ML:_GNN,_inference"
1188,2091-04-main.py,h5py;json;matplotlib;numpy;os;pdb;quickstats;re;training,"ML:_GNN,_force"
1189,646-04-run_wrapper.py,os;socket,Job
1191,3006-04-_launch_worker_pool.py,os;subprocess;tempfile;traceback,Job
1192,2634-01-remoteGetRecommendation.py,math;numpy;pandas,"ML:_GNN,_inference"
1193,841-04-remote_indexing.py,subprocess,Sci:_Instruments
1194,625-04-run_workflow_task.py,json;rpl_wei;time;ulid;yaml,Job
1196,2381-04-add_func.py,time;torch,Trivial
1197,2040-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1198,1606-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1200,1826-04-prepare_workspace.py,pickle;pyhf,Sci:_High_Energy_Physics
1201,2467-04-test.py,os,Trivial
1202,2026-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1203,1127-01-platinfo.py,os;platform,Trivial
1204,460-04-generate_thumbnails.py,PIL;glob;os,Sci:_Images
1205,448-04-dither_images.py,PIL;glob;os,Sci:_Images
1206,22-04-recommend_movies.py,surprise,"ML:_GNN,_inference"
1207,2972-04-get_file_data.py,datetime;identify;os,Sci:_Instruments
1209,1170-01-fpga_lenet.py,numpy;pynq;socket,Trivial
1211,2975-04-get_file_data.py,datetime;identify;os;sys,Sci:_Instruments
1213,1782-04-platform_func.py,platform,Trivial
1214,1838-04-client_validate_data_flamby.py,appfl;importlib,ML:_Fed_Learning
1217,2339-04-funcx_platformName.py,platform,Trivial
1218,2176-01-trun_mdl_train.py,os;subprocess,"ML:_GNN,_inference"
1219,1099-04-status_job.py,psij;time,Job
1220,1284-04-pyvs.py,funcx;sys,Trivial
1221,885-01-GCN_test.py,os;time,"ML:_GNN,_inference"
1222,2090-04-main.py,h5py;json;matplotlib;numpy;os;pdb;quickstats;re;training,"ML:_GNN,_force"
1225,2001-04-train_and_validate.py,numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1226,2255-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1227,1559-04-run.py,argparse;color_picker_loop;copy;evolutionary_solver;funcx;itertools;json;matplotlib;numpy;os;pathlib;plate_color_analysis;rpl_wei;shutil;sys;threading;typing,Sci:_Images
1228,1607-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1230,1421-04-gather_metadata.py,csv;json;os;pathlib;re,Sci:_Instruments
1232,925-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1234,2550-01-remoteGetData.py,pandas,"ML:_GNN,_inference"
1235,1507-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1236,2465-04-run_round.py,torch;torchvision,ML:_unknown
1237,2971-04-get_file_data.py,flow_settings;os,Sci:_Instruments
1239,494-01-tomocupy_wrapper.py,subprocess,"ML:_AlphaFold,_tomocupy"
1240,425-04-scrape.py,osprey,"ML:_GNN,_inference"
1241,833-04-remote_indexing.py,subprocess,Sci:_Instruments
1242,2884-01-fpga_vecadd.py,numpy;pynq,Trivial
1243,1167-04-alexnet_inference.py,PIL;cv2;logging;numpy;os;re;time;torch;torchvision,"ML:_lenet,_alexnet"
1244,2890-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1245,2291-04-c2_blank_adjust.py,csv;pandas,Sci:_Instruments
1246,2506-04-test_parsl.py,os;parsl;random,Trivial
1251,2906-04-getPlot.py,pandas,"ML:_GNN,_inference"
1252,2653-04-glob_xpcs_datasets.py,os,Sci:_Instruments
1253,1687-04-create_alphafold.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1254,834-04-remote_indexing.py,subprocess,Sci:_Instruments
1255,2244-04-gather_metadata.py,pathlib;random,Sci:_Instruments
1258,1387-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1259,1856-04-client_training_flamby.py,appfl;collections;importlib;os;sys;torch,ML:_Fed_Learning
1260,1552-04-app_sum.py,libpressio;numpy,Trivial
1261,1046-04-infer_maxsep.py,CLEAN;os,"ML:_GNN,_inference"
1262,508-04-hello_world.py,mlflow;os;pathlib,Data:_MLflow
1263,723-04-process_images.py,PIL;glob;os,Sci:_Images
1264,2234-04-gather_metadata.py,pathlib;random,Sci:_Instruments
1266,785-04-sayHi.py,platform,Trivial
1268,536-01-hello_world.py,mlflow;os;pathlib,Data:_MLflow
1269,1536-01-_status_job.py,psij;time,Job
1270,1729-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1271,527-01-test_function.py,time,Trivial
1272,2481-01-submit_job.py,logging;psij,Job
1273,2528-04-client_training.py,appfl;os,ML:_Fed_Learning
1274,1146-04-sayHi.py,platform,Trivial
1275,1342-04-local_fit.py,numpy;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1277,1998-04-train_and_validate.py,dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1278,2235-04-gather_metadata.py,pathlib;random,Sci:_Instruments
1279,1529-04-gather_metadata.py,pathlib,Sci:_Instruments
1280,2264-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1281,1790-04-prepare_workspace.py,dill;pyhf,Sci:_High_Energy_Physics
1282,783-04-expression.py,numpy;pandas,Unclustered
1283,1368-04-local_fit.py,numpy;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1284,1240-04-get_file_data.py,os;settings,Sci:_Instruments
1285,845-04-remote_indexing.py,subprocess,Sci:_Instruments
1288,2948-04-getAnimation.py,matplotlib;mplsoccer;numpy;pandas,Data:_Animation
1289,1492-04-pong.py,psbench;time,Data:_DSpace
1291,348-01-slow_double.py,time,Trivial
1292,747-04-gather_xpcs_metadata.py,copy;datetime;h5py;json;numpy;os;pathlib;re;traceback,Sci:_Instruments
1293,2046-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1295,620-04-run_workflow_task.py,json;rpl_wei;time;ulid;yaml,Job
1296,1778-04-prepare_workspace.py,pickle;pyhf,Sci:_High_Energy_Physics
1297,949-04-print_hw.py,numpy,Trivial
1298,2430-04-start_flask.py,subprocess,Job
1300,1384-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1301,2879-04-run_round.py,tensorflow,ML:_unknown
1302,1177-04-get_file_data.py,globus_sdk,Sci:_Instruments
1303,1479-04-create_alphafold.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1304,2877-04-run_round.py,tensorflow,ML:_unknown
1305,1639-04-hello_world.py,os,Job
1306,1157-01-fpga_vecadd.py,numpy;pynq,Trivial
1308,2929-04-extract_data.py,pathlib;search,Sci:_Instruments
1309,1411-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1311,2065-04-publishv2.py,datacite;datetime;hashlib;jsonschema;mimetypes;pathlib;puremagic;traceback;urllib,Data:_Globus
1312,1794-04-prepare_workspace.py,pyhf,Sci:_High_Energy_Physics
1313,2019-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1314,551-04-remote_indexing.py,subprocess,Sci:_Instruments
1315,340-04-echo.py,os,Trivial
1316,2236-04-cleanup_files.py,pathlib,Sci:_Instruments
1317,680-03-sound.py,os,Trivial
1318,1229-04-assemble_data.py,fnmatch;globus_sdk;json;os;pathlib;ruamel,Sci:_Instruments
1319,1203-04-gnn.py,os,"ML:_GNN,_inference"
1320,879-04-untar.py,pathlib;tarfile,Sci:_Instruments
1321,1547-04-run.py,argparse;color_picker_loop;copy;evolutionary_solver;funcx;itertools;json;matplotlib;numpy;os;pathlib;plate_color_analysis;rpl_wei;shutil;sys;threading;typing,Sci:_Images
1322,815-01-something.py,kafka;proxystore,Trivial
1324,481-04-funcx_platformName.py,platform,Trivial
1325,2286-04-c2_blank_adjust.py,csv;pandas,Sci:_Instruments
1326,429-01-tomocupy_wrapper.py,subprocess,"ML:_AlphaFold,_tomocupy"
1328,2848-04-bruteforce_password.py,hashlib,Data:_local_manip
1329,2970-04-get_file_data.py,os;settings,Sci:_Instruments
1330,1714-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1331,1010-04-call_mtrack.py,mtrack;sys,Data:_mtrack
1332,417-04-hello_world.py,socket;time,Trivial
1333,1610-04-test.py,os,Trivial
1337,333-04-batch_job_done.py,subprocess,Trivial
1338,875-04-project_function.py,numpy;pandas;statsmodels,"ML:_GNN,_inference"
1341,544-01-tomocupy_wrapper.py,subprocess,"ML:_AlphaFold,_tomocupy"
1342,2874-04-run_round.py,tensorflow,ML:_unknown
1343,1717-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1346,1537-01-_status_job.py,psij;time,Job
1347,2569-01-x2.py,proxystore,Trivial
1348,2681-04-hello_world.py,hashlib,Data:_local_manip
1349,1264-04-_launch_worker_pool.py,os;subprocess;tempfile;traceback,Job
1350,686-03-toast.py,os,Trivial
1351,2028-04-train_and_validate.py,collections;dataset;numpy;os;pandas;sklearn;sys;torch,ML:_LSTM
1352,950-04-print_hw.py,numpy,Trivial
1353,1468-04-mpi_operation.py,os;subprocess,Job
1354,1265-04-_launch_worker_pool.py,os;subprocess;tempfile,Job
1356,1060-04-infer_p_values.py,CLEAN,"ML:_GNN,_inference"
1357,2961-04-get_file_data.py,datetime;identify;os;settings,Sci:_Instruments
1358,2261-04-local_fit.py,numpy;os;pathlib;pickle;proxystore;sys;tensorflow;time,ML:_Keras_and_Images
1359,2253-04-gather_metadata.py,json;pathlib,Sci:_Instruments
1360,1091-04-submit_job.py,re;subprocess,Job
1361,559-04-hello_world.py,mlflow;os;pathlib,Data:_MLflow
1363,2315-04-create_alphafold.py,os;subprocess,"ML:_AlphaFold,_tomocupy"
1366,740-03-hello_world.py,platform,Trivial
1367,1513-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1369,2163-01-test.py,os;subprocess;time;uuid,Trivial
1371,1603-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1373,2646-01-status_job.py,psij;time,Job
1374,3009-04-_launch_worker_pool.py,os;subprocess;tempfile;traceback,Job
1375,883-01-GCN_test.py,os;shlex;subprocess;time,"ML:_GNN,_inference"
1376,777-04-calculate_accuracy.py,numpy;pandas;random;sklearn,ML:_LSTM
1377,2378-04-add_func.py,time;torch,Trivial
1378,2986-04-main.py,h5py;json;matplotlib;numpy;os;pdb;quickstats;re;training,"ML:_GNN,_force"
1379,2077-04-download_cc.py,os;requests,Data:_Common_Crawl
1381,2998-01-alphafold.py,os;subprocess;time;uuid,"ML:_GNN,_inference"
1382,2052-01-busier.py,multiprocessing;os;time,Trivial
1383,1133-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
1384,1820-01-mpi_operation.py,os;subprocess,Job
1385,454-04-dither_images.py,PIL;glob;os,Sci:_Images
1386,671-03-sound.py,os,Trivial
1387,2155-01-test.py,os;subprocess;time;uuid,Trivial
1388,1677-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1389,751-04-predict.py,numpy;pandas;sklearn,"ML:_GNN,_inference"
1390,2939-04-extract_data.py,os;pathlib;search,Sci:_Instruments
1391,426-04-hello_world.py,mlflow;os,Data:_MLflow
1393,1855-04-client_training_flamby.py,appfl;collections;importlib;os;sys;torch,ML:_Fed_Learning
1394,1245-04-get_file_data.py,datetime;identify;os;pathlib,Sci:_Instruments
1395,1791-04-prepare_workspace.py,dill;pyhf,Sci:_High_Energy_Physics
1396,2076-04-download_cc.py,os;requests,Data:_Common_Crawl
1397,1517-04-gather_metadata.py,json;numpy;os;pathlib;re,Sci:_Instruments
1398,2882-04-lenet_inference.py,os;torch;torchvision,"ML:_lenet,_alexnet"
